epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
34,788.64,1.86135,1.69428,0.70177,0.00238,0.69219,0.86424,0.88134,0.90297,0.49935,0.49298,0.48673,0.33987,0.08453,1.57651,1.48763,0.63333,0.00205,0,0.0013466,0.0013466,0.0013466
35,811.354,1.93023,1.71833,0.70503,0.00239,0.66096,0.86644,0.87588,0.90316,0.50553,0.48869,0.4918,0.3423,0.08331,1.55772,1.46535,0.61705,0.00203,0,0.0013268,0.0013268,0.0013268
36,834.13,1.89995,1.72784,0.70074,0.00237,0.66694,0.88092,0.87783,0.90761,0.50546,0.48766,0.48595,0.32858,0.08084,1.55538,1.4443,0.61536,0.00202,0,0.001307,0.001307,0.001307
37,856.88,1.89041,1.69076,0.6877,0.00239,0.67497,0.87892,0.88329,0.91465,0.51929,0.56605,0.56617,0.4219,0.11348,1.52016,1.44929,0.61829,0.00199,0,0.0012872,0.0012872,0.0012872
38,879.55,1.90481,1.75695,0.7167,0.00241,0.6684,0.8601,0.86146,0.88933,0.47458,0.44986,0.4529,0.30143,0.07111,1.65341,1.59968,0.67637,0.00213,0,0.0012674,0.0012674,0.0012674
39,902.308,1.90159,1.73458,0.7093,0.00243,0.63624,0.88545,0.89302,0.92433,0.4844,0.61031,0.61553,0.51202,0.15735,1.6606,1.44237,0.61692,0.00223,0,0.0012476,0.0012476,0.0012476
40,925.642,1.88239,1.66603,0.69174,0.00244,0.66329,0.88442,0.879,0.91844,0.50665,0.53873,0.5361,0.38957,0.104,1.56988,1.43595,0.62509,0.00207,0,0.0012278,0.0012278,0.0012278
41,948.934,1.86729,1.65379,0.68399,0.00236,0.65856,0.88359,0.8829,0.9102,0.50176,0.50447,0.49961,0.35195,0.08732,1.58048,1.442,0.62087,0.00205,0,0.001208,0.001208,0.001208
42,971.47,1.8706,1.68575,0.68573,0.00238,0.65723,0.87557,0.87354,0.90512,0.49788,0.5277,0.50898,0.36642,0.09144,1.58251,1.5259,0.6393,0.00205,0,0.0011882,0.0011882,0.0011882
43,994.308,1.83911,1.64025,0.66239,0.00238,0.62748,0.88886,0.88032,0.91678,0.51457,0.49098,0.47474,0.33452,0.08362,1.56075,1.38373,0.59868,0.00204,0,0.0011684,0.0011684,0.0011684
44,1017.03,1.88534,1.63965,0.68322,0.00235,0.66106,0.87825,0.88693,0.90873,0.4976,0.46392,0.45746,0.30643,0.0763,1.587,1.40204,0.6377,0.00206,0,0.0011486,0.0011486,0.0011486
45,1039.73,1.82745,1.63076,0.66118,0.00233,0.63762,0.88534,0.87702,0.9132,0.52093,0.53374,0.52576,0.38417,0.09993,1.52529,1.40417,0.59142,0.00199,0,0.0011288,0.0011288,0.0011288
46,1062.32,1.82581,1.60724,0.66002,0.00229,0.6396,0.90003,0.88552,0.92293,0.52277,0.56346,0.57806,0.43236,0.12237,1.54135,1.39403,0.58186,0.00203,0,0.001109,0.001109,0.001109
47,1085.3,1.80181,1.60157,0.66054,0.00229,0.63177,0.89705,0.89657,0.92834,0.51062,0.56981,0.58353,0.45575,0.12989,1.58291,1.3945,0.60421,0.00211,0,0.0010892,0.0010892,0.0010892
48,1107.9,1.84476,1.63525,0.66952,0.00236,0.65189,0.88124,0.88056,0.90707,0.50526,0.46908,0.46643,0.32181,0.07941,1.56643,1.46409,0.61411,0.00201,0,0.0010694,0.0010694,0.0010694
49,1130.7,1.85025,1.65994,0.67015,0.00237,0.65919,0.87583,0.879,0.90438,0.50586,0.51526,0.49258,0.3767,0.09652,1.56119,1.47313,0.62099,0.00202,0,0.0010496,0.0010496,0.0010496
50,1153.65,1.86335,1.6361,0.66546,0.00234,0.63669,0.89212,0.88564,0.91755,0.51601,0.5424,0.52927,0.40224,0.11073,1.54191,1.47871,0.59545,0.002,0,0.0010298,0.0010298,0.0010298
51,1176.33,1.83016,1.61228,0.66104,0.00228,0.63816,0.89527,0.88525,0.92364,0.52678,0.54794,0.54528,0.41898,0.12007,1.50437,1.39125,0.57986,0.00199,0,0.00101,0.00101,0.00101
52,1199.06,1.80443,1.561,0.64745,0.00225,0.62375,0.88974,0.87978,0.90902,0.51936,0.48244,0.46604,0.32509,0.07972,1.52527,1.37449,0.61103,0.00196,0,0.0009902,0.0009902,0.0009902
53,1221.73,1.79784,1.60387,0.64816,0.00231,0.62825,0.89747,0.88837,0.92308,0.5065,0.54765,0.54879,0.41357,0.11379,1.60645,1.37218,0.60502,0.00212,0,0.0009704,0.0009704,0.0009704
54,1244.51,1.82582,1.60797,0.65162,0.00226,0.62774,0.89038,0.88771,0.91646,0.53541,0.52174,0.51015,0.37761,0.10003,1.4685,1.38843,0.57915,0.00189,0,0.0009506,0.0009506,0.0009506
55,1267.16,1.79455,1.58719,0.64599,0.00227,0.63604,0.90044,0.88134,0.92044,0.52925,0.53514,0.51268,0.37448,0.09652,1.50514,1.38037,0.60727,0.00196,0,0.0009308,0.0009308,0.0009308
56,1289.71,1.78296,1.59594,0.64269,0.00229,0.63164,0.88832,0.88564,0.91525,0.52755,0.49765,0.47908,0.34326,0.08547,1.49486,1.36908,0.58245,0.00194,0,0.000911,0.000911,0.000911
57,1312.4,1.81884,1.60476,0.64195,0.0023,0.62756,0.89792,0.88579,0.92488,0.53679,0.56831,0.54828,0.43279,0.12103,1.49332,1.36163,0.57554,0.00196,0,0.0008912,0.0008912,0.0008912
58,1335.36,1.76251,1.60245,0.63841,0.00225,0.62321,0.88631,0.87978,0.91681,0.53533,0.50946,0.49699,0.35825,0.08817,1.48474,1.39797,0.57582,0.00193,0,0.0008714,0.0008714,0.0008714
59,1358.17,1.81541,1.63357,0.64645,0.00225,0.63197,0.90607,0.89237,0.92837,0.53842,0.54965,0.53831,0.40291,0.11075,1.49285,1.33291,0.57885,0.00195,0,0.0008516,0.0008516,0.0008516
60,1380.79,1.79568,1.59661,0.64663,0.00223,0.60645,0.9003,0.88467,0.92298,0.53683,0.53974,0.51678,0.39246,0.10404,1.49227,1.39653,0.57224,0.00195,0,0.0008318,0.0008318,0.0008318
61,1403.63,1.80491,1.55717,0.63965,0.00225,0.6128,0.89539,0.89383,0.92873,0.52802,0.57033,0.56681,0.43227,0.12172,1.5238,1.36146,0.5891,0.00201,0,0.000812,0.000812,0.000812
62,1426.27,1.81145,1.59431,0.63851,0.00223,0.63008,0.89366,0.89227,0.92351,0.5325,0.50296,0.48712,0.34645,0.08783,1.51138,1.37192,0.57793,0.00196,0,0.0007922,0.0007922,0.0007922
63,1448.95,1.77383,1.54026,0.62778,0.00226,0.62487,0.8917,0.88053,0.91217,0.52699,0.49823,0.49258,0.3443,0.08744,1.49869,1.37619,0.58694,0.00193,0,0.0007724,0.0007724,0.0007724
64,1471.71,1.7827,1.59463,0.63608,0.00222,0.63123,0.90456,0.89528,0.92904,0.54105,0.55632,0.54227,0.41105,0.1119,1.47966,1.32125,0.55304,0.00194,0,0.0007526,0.0007526,0.0007526
65,1494.6,1.78358,1.56634,0.64438,0.00226,0.62759,0.89625,0.88005,0.91799,0.53508,0.52976,0.51522,0.38091,0.1067,1.47012,1.34892,0.5759,0.00191,0,0.0007328,0.0007328,0.0007328
66,1517.17,1.73976,1.52231,0.61767,0.00221,0.59461,0.90127,0.88564,0.92673,0.54395,0.5635,0.5644,0.42885,0.11694,1.47291,1.3456,0.5592,0.00193,0,0.000713,0.000713,0.000713
67,1539.94,1.76747,1.54402,0.63079,0.00219,0.60301,0.90814,0.89137,0.92705,0.54991,0.55156,0.54137,0.4048,0.11117,1.44277,1.35282,0.56453,0.00188,0,0.0006932,0.0006932,0.0006932
68,1562.76,1.74356,1.51667,0.614,0.00219,0.59988,0.89252,0.8913,0.92518,0.54142,0.50882,0.522,0.37634,0.1028,1.47967,1.35114,0.55882,0.00194,0,0.0006734,0.0006734,0.0006734
69,1585.66,1.77058,1.52487,0.63096,0.00222,0.60852,0.89263,0.89565,0.92572,0.51578,0.48263,0.47619,0.32982,0.0823,1.58326,1.35256,0.6016,0.00205,0,0.0006536,0.0006536,0.0006536
70,1608.26,1.77351,1.56202,0.63109,0.00222,0.61531,0.8872,0.88642,0.91961,0.54796,0.52752,0.51015,0.37516,0.09751,1.44322,1.36253,0.568,0.00188,0,0.0006338,0.0006338,0.0006338
71,1631,1.76493,1.54665,0.6248,0.00221,0.60792,0.90212,0.89461,0.92825,0.55473,0.54613,0.53825,0.4143,0.1173,1.43795,1.3182,0.55366,0.00188,0,0.000614,0.000614,0.000614
72,1653.97,1.75166,1.57245,0.61094,0.00216,0.59701,0.89674,0.8872,0.92276,0.55052,0.51723,0.50781,0.37169,0.10035,1.44172,1.36676,0.55623,0.00187,0,0.0005942,0.0005942,0.0005942
73,1676.66,1.73368,1.53915,0.61004,0.00219,0.59857,0.89878,0.89071,0.92646,0.55095,0.53101,0.52148,0.3808,0.09921,1.44716,1.32683,0.55637,0.00188,0,0.0005744,0.0005744,0.0005744
74,1699.32,1.79005,1.57129,0.62595,0.00218,0.61482,0.89945,0.89734,0.93077,0.55509,0.53081,0.53552,0.39271,0.10467,1.4386,1.31706,0.55685,0.00187,0,0.0005546,0.0005546,0.0005546
75,1722.08,1.74552,1.55687,0.61288,0.00217,0.59457,0.89641,0.89071,0.923,0.53968,0.48941,0.48712,0.34039,0.08641,1.47615,1.31972,0.54803,0.0019,0,0.0005348,0.0005348,0.0005348
76,1744.84,1.75009,1.53487,0.61473,0.00216,0.58636,0.90257,0.88681,0.92571,0.55332,0.53782,0.52551,0.38406,0.10085,1.43511,1.32518,0.54301,0.00187,0,0.000515,0.000515,0.000515
77,1767.59,1.7526,1.54943,0.6154,0.00219,0.60548,0.89998,0.89266,0.92696,0.55196,0.54873,0.54098,0.4004,0.10912,1.43787,1.31093,0.5483,0.00187,0,0.0004952,0.0004952,0.0004952
78,1790.29,1.76809,1.53673,0.62124,0.00217,0.60438,0.89363,0.8872,0.92257,0.5499,0.51186,0.49933,0.35959,0.09295,1.43945,1.33729,0.56704,0.00186,0,0.0004754,0.0004754,0.0004754
79,1813.05,1.75906,1.53936,0.62062,0.00219,0.61658,0.91139,0.88719,0.92863,0.55494,0.55624,0.53981,0.40243,0.1092,1.43968,1.30664,0.54006,0.00186,0,0.0004556,0.0004556,0.0004556
80,1836.59,1.78286,1.49233,0.62142,0.00218,0.59731,0.91041,0.8885,0.92874,0.54108,0.53068,0.50742,0.37355,0.09518,1.4924,1.32106,0.55532,0.00195,0,0.0004358,0.0004358,0.0004358
81,1859.82,1.75404,1.5057,0.62009,0.00218,0.58961,0.90491,0.8877,0.92472,0.55489,0.55045,0.53825,0.3938,0.10755,1.43044,1.31568,0.55125,0.00186,0,0.000416,0.000416,0.000416
82,1882.5,1.70421,1.49004,0.60862,0.00215,0.5946,0.90634,0.89149,0.92907,0.56115,0.57576,0.55409,0.4264,0.12102,1.4198,1.32797,0.53031,0.00185,0,0.0003962,0.0003962,0.0003962
83,1905.21,1.75695,1.53666,0.61293,0.00216,0.5884,0.90045,0.89319,0.92781,0.56027,0.56037,0.55425,0.41424,0.11327,1.41891,1.3133,0.54253,0.00185,0,0.0003764,0.0003764,0.0003764
84,1928.02,1.75405,1.49634,0.61827,0.00214,0.60546,0.9069,0.895,0.92939,0.5578,0.56191,0.54368,0.41398,0.11402,1.4232,1.31436,0.53792,0.00185,0,0.0003566,0.0003566,0.0003566
85,1950.85,1.74776,1.51367,0.60829,0.00212,0.59792,0.90738,0.88837,0.92607,0.54759,0.5251,0.50507,0.3635,0.09307,1.45874,1.28927,0.54609,0.00188,0,0.0003368,0.0003368,0.0003368
86,1973.55,1.72227,1.48533,0.60814,0.00214,0.58691,0.90089,0.89052,0.92635,0.55757,0.56311,0.56245,0.42382,0.11785,1.41434,1.30518,0.55231,0.00183,0,0.000317,0.000317,0.000317
87,1996.36,1.75444,1.52864,0.61217,0.00218,0.60518,0.9012,0.8936,0.92667,0.55319,0.5316,0.51561,0.38368,0.10109,1.43778,1.28623,0.54051,0.00186,0,0.0002972,0.0002972,0.0002972
88,2018.95,1.75075,1.50524,0.61266,0.00218,0.60786,0.90005,0.89278,0.92695,0.56249,0.5542,0.54104,0.415,0.11669,1.4148,1.30545,0.53094,0.00183,0,0.0002774,0.0002774,0.0002774
89,2041.72,1.68798,1.48565,0.60015,0.00218,0.58144,0.90357,0.89227,0.92834,0.55578,0.53754,0.51444,0.3848,0.10092,1.43653,1.29246,0.54187,0.00186,0,0.0002576,0.0002576,0.0002576
90,2064.35,1.75136,1.5053,0.61109,0.00217,0.58174,0.9083,0.88837,0.92985,0.55479,0.58672,0.57377,0.45363,0.13233,1.44216,1.30772,0.54047,0.00188,0,0.0002378,0.0002378,0.0002378
91,2108.1,1.62039,1.46285,0.58517,0.00218,0.56865,0.91125,0.8911,0.93057,0.55564,0.5333,0.51738,0.38416,0.10107,1.44343,1.29617,0.53425,0.00187,0,0.000218,0.000218,0.000218
92,2130.37,1.6418,1.48922,0.58792,0.00219,0.56761,0.89924,0.88447,0.92463,0.55565,0.5461,0.52596,0.39122,0.10576,1.42475,1.3047,0.54863,0.00184,0,0.0001982,0.0001982,0.0001982
93,2152.59,1.63816,1.47032,0.59211,0.00218,0.56487,0.89756,0.89603,0.92878,0.55223,0.53346,0.53005,0.38114,0.10028,1.44653,1.29577,0.54351,0.00188,0,0.0001784,0.0001784,0.0001784
94,2174.93,1.64404,1.48754,0.58893,0.00216,0.57866,0.90739,0.88725,0.92821,0.55622,0.54664,0.52663,0.39182,0.10573,1.42786,1.28524,0.53746,0.00185,0,0.0001586,0.0001586,0.0001586
95,2197.21,1.6415,1.50136,0.5842,0.00215,0.5553,0.90511,0.89356,0.93009,0.55755,0.54072,0.53121,0.3948,0.10476,1.43108,1.29566,0.53227,0.00186,0,0.0001388,0.0001388,0.0001388
96,2219.39,1.62575,1.44895,0.58515,0.00216,0.55246,0.9017,0.89149,0.9258,0.55864,0.52642,0.516,0.38004,0.10071,1.42066,1.2884,0.53458,0.00183,0,0.000119,0.000119,0.000119
97,2241.91,1.60929,1.45229,0.57804,0.00214,0.55255,0.9068,0.89774,0.93022,0.5581,0.54941,0.54879,0.41772,0.11521,1.43193,1.28631,0.52958,0.00186,0,9.92e-05,9.92e-05,9.92e-05
98,2264.2,1.62557,1.48,0.57474,0.00214,0.55357,0.90584,0.89774,0.92961,0.5595,0.53464,0.5323,0.39697,0.10839,1.42611,1.27706,0.52538,0.00185,0,7.94e-05,7.94e-05,7.94e-05
99,2286.46,1.61449,1.45409,0.58007,0.00214,0.55729,0.90385,0.89523,0.92734,0.55575,0.51277,0.50468,0.37069,0.09935,1.42393,1.27988,0.53698,0.00184,0,5.96e-05,5.96e-05,5.96e-05
100,2308.64,1.63684,1.46554,0.59089,0.00214,0.57062,0.90651,0.89318,0.92828,0.55864,0.54395,0.53552,0.40118,0.10893,1.42301,1.28006,0.53929,0.00185,0,3.98e-05,3.98e-05,3.98e-05
