epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
52,1734.29,3.02754,1.9978,1.11813,0.00569,1.64844,0.59192,0.55347,0.45035,0.10691,0.12966,0.09641,0.02918,0.01558,3.04048,2.40123,1.00291,0.00423,0,0.0009902,0.0009902,0.0009902
53,1758.57,3.00453,2.01122,1.10632,0.00574,1.63589,0.54012,0.53357,0.40033,0.09494,0.08609,0.17174,0.03136,0.01518,3.08275,2.39327,1.17575,0.0043,0,0.0009704,0.0009704,0.0009704
54,1782.94,2.98907,1.98722,1.10489,0.00564,1.6342,0.57367,0.5445,0.43391,0.1027,0.09455,0.19906,0.03613,0.01984,3.07509,2.30012,1.07052,0.00431,0,0.0009506,0.0009506,0.0009506
55,1807.08,2.99957,1.98739,1.1049,0.0058,1.55707,0.52442,0.54528,0.39276,0.08754,0.11725,0.08236,0.02957,0.01337,3.12921,2.64691,1.17256,0.00448,0,0.0009308,0.0009308,0.0009308
56,1831.14,3.00173,2.03386,1.09211,0.00578,1.62438,0.54433,0.52108,0.40633,0.09035,0.13488,0.1007,0.03066,0.01595,3.15178,2.22356,1.03271,0.00435,0,0.000911,0.000911,0.000911
57,1855.42,3.00638,2.05051,1.09669,0.00572,1.6167,0.55236,0.55191,0.42308,0.09889,0.15646,0.10968,0.03785,0.02043,3.09564,2.60648,1.10267,0.00441,0,0.0008912,0.0008912,0.0008912
58,1879.73,3.01663,1.91298,1.10025,0.00568,1.66712,0.54913,0.51561,0.40493,0.09409,0.14245,0.0968,0.03399,0.01775,3.12343,2.54749,1.03529,0.0043,0,0.0008714,0.0008714,0.0008714
59,1903.77,2.98807,1.93699,1.11434,0.0056,1.69182,0.53779,0.54089,0.4125,0.0943,0.16425,0.13076,0.04668,0.02488,3.10188,2.13947,1.09267,0.00439,0,0.0008516,0.0008516,0.0008516
60,1927.98,2.98651,2.00684,1.11072,0.00564,1.62933,0.5822,0.54528,0.45563,0.1082,0.13609,0.1007,0.03468,0.01711,3.02764,2.14608,1.02055,0.00412,0,0.0008318,0.0008318,0.0008318
61,1952.07,2.99087,1.98961,1.11042,0.00567,1.63767,0.5859,0.57049,0.46462,0.11543,0.13272,0.09629,0.03513,0.01786,2.98557,2.10579,1.04687,0.00414,0,0.000812,0.000812,0.000812
62,1976.22,2.98196,1.99981,1.11489,0.00553,1.61703,0.58789,0.57845,0.46708,0.11524,0.14326,0.10109,0.03735,0.01881,2.9758,2.11353,1.05031,0.0041,0,0.0007922,0.0007922,0.0007922
63,2000.44,2.98274,1.95825,1.08401,0.00567,1.61384,0.54825,0.53338,0.41445,0.10099,0.1138,0.05543,0.02009,0.01166,3.04855,2.20154,1.1465,0.00411,0,0.0007724,0.0007724,0.0007724
64,2024.67,2.95317,1.94266,1.10292,0.00551,1.6867,0.57677,0.5726,0.45205,0.11153,0.16506,0.09953,0.03981,0.02086,2.98248,2.21517,1.13861,0.00413,0,0.0007526,0.0007526,0.0007526
65,2048.8,2.97092,1.92141,1.10329,0.00565,1.58326,0.59511,0.57104,0.46846,0.11773,0.13009,0.08704,0.02947,0.01562,2.96443,2.14523,1.09781,0.00408,0,0.0007328,0.0007328,0.0007328
66,2072.92,2.94843,1.90373,1.08111,0.00552,1.59056,0.56871,0.54606,0.4455,0.10715,0.12738,0.08041,0.03017,0.01606,3.03939,2.07924,1.07335,0.00424,0,0.000713,0.000713,0.000713
67,2097.13,2.9904,1.97577,1.1145,0.00562,1.58145,0.56645,0.54158,0.43713,0.10573,0.12947,0.0929,0.03397,0.02018,3.03017,2.15075,1.11777,0.00414,0,0.0006932,0.0006932,0.0006932
68,2121.23,2.95203,1.84772,1.10166,0.00555,1.62904,0.5742,0.57806,0.45872,0.11258,0.11948,0.08353,0.03053,0.01882,2.99398,2.19587,1.0438,0.00415,0,0.0006734,0.0006734,0.0006734
69,2145.52,2.92902,1.96096,1.09412,0.00551,1.59053,0.57358,0.5765,0.45343,0.11056,0.14124,0.09251,0.03295,0.01786,3.00112,2.23509,1.11224,0.00418,0,0.0006536,0.0006536,0.0006536
70,2169.74,2.97005,2.04797,1.0981,0.0056,1.60333,0.58549,0.57611,0.46607,0.11445,0.12654,0.08587,0.03024,0.01431,2.97097,2.18644,1.12869,0.00407,0,0.0006338,0.0006338,0.0006338
71,2194.03,2.95583,1.90746,1.10033,0.0056,1.58143,0.58582,0.56284,0.44462,0.10775,0.14907,0.1007,0.03528,0.01943,3.05614,2.12321,1.06761,0.00434,0,0.000614,0.000614,0.000614
72,2218.01,2.9309,2.01014,1.1112,0.00547,1.62565,0.56087,0.53591,0.42688,0.10586,0.07544,0.16393,0.0266,0.01356,3.00079,2.18513,1.11989,0.00407,0,0.0005942,0.0005942,0.0005942
73,2255.21,2.93231,1.92853,1.09718,0.00548,1.61692,0.58733,0.56284,0.45405,0.10677,0.16665,0.11827,0.04737,0.02522,3.04961,2.14454,1.07462,0.00428,0,0.0005744,0.0005744,0.0005744
74,2301.13,2.92796,1.94578,1.10262,0.00538,1.58171,0.61039,0.5847,0.49134,0.12626,0.07001,0.15574,0.02275,0.01065,2.90931,2.04412,1.05385,0.00395,0,0.0005546,0.0005546,0.0005546
75,2346.37,2.9299,1.93416,1.08907,0.00545,1.58956,0.58582,0.55386,0.44886,0.10806,0.12992,0.0929,0.03091,0.01551,3.01039,2.20306,1.05808,0.00415,0,0.0005348,0.0005348,0.0005348
76,2403.9,2.94567,1.90931,1.08841,0.00545,1.60661,0.59649,0.57377,0.46806,0.11395,0.13917,0.1128,0.03649,0.02082,2.98083,2.03998,1.05703,0.00416,0,0.000515,0.000515,0.000515
77,2463.37,2.9394,1.94623,1.11127,0.00548,1.56125,0.58977,0.5847,0.4807,0.11965,0.13423,0.08236,0.03214,0.01637,2.92509,2.04805,1.14592,0.00401,0,0.0004952,0.0004952,0.0004952
78,2495.83,2.95272,1.97615,1.15281,0.00553,1.63432,0.61185,0.59212,0.49651,0.12609,0.1393,0.10773,0.03943,0.01977,2.91084,2.04636,1.02115,0.00399,0,0.0004754,0.0004754,0.0004754
79,2518.45,2.91141,1.99498,1.10736,0.00548,1.62804,0.58789,0.59329,0.484,0.12601,0.06863,0.1612,0.02648,0.01134,2.90324,2.03987,1.14097,0.00394,0,0.0004556,0.0004556,0.0004556
80,2541.12,2.96787,1.94931,1.11505,0.00557,1.62471,0.60319,0.59875,0.49443,0.12422,0.12539,0.0929,0.03474,0.01687,2.93264,2.04304,1.06941,0.00398,0,0.0004358,0.0004358,0.0004358
81,2563.69,2.92924,1.96562,1.09177,0.00547,1.58802,0.61926,0.59485,0.50444,0.13031,0.12879,0.09055,0.03258,0.0171,2.89613,2.01204,1.00909,0.00396,0,0.000416,0.000416,0.000416
82,2586.27,2.90351,1.91292,1.075,0.00541,1.53674,0.60494,0.59407,0.49592,0.1309,0.12308,0.08782,0.03234,0.01603,2.88515,2.03626,1.07607,0.00391,0,0.0003962,0.0003962,0.0003962
83,2608.82,2.91488,1.93939,1.09267,0.00537,1.65277,0.60789,0.60754,0.50535,0.12919,0.12503,0.09914,0.03569,0.01806,2.89433,2.03719,1.04618,0.00395,0,0.0003764,0.0003764,0.0003764
84,2631.09,2.89595,1.97144,1.09466,0.00538,1.57798,0.60197,0.61202,0.50571,0.12918,0.11772,0.08431,0.03155,0.01535,2.89415,2.00918,1.04532,0.00394,0,0.0003566,0.0003566,0.0003566
85,2653.51,2.90688,1.8171,1.10205,0.00537,1.62112,0.60324,0.59641,0.50847,0.13193,0.08303,0.19633,0.03324,0.01607,2.88517,1.9111,1.03193,0.00393,0,0.0003368,0.0003368,0.0003368
86,2675.89,2.8799,1.89245,1.07234,0.00533,1.57792,0.60204,0.59524,0.49558,0.12971,0.12632,0.10617,0.03885,0.01906,2.88897,1.92502,1.05133,0.00398,0,0.000317,0.000317,0.000317
87,2698.29,2.90219,2.0262,1.08446,0.00545,1.5728,0.6006,0.5968,0.49088,0.1257,0.12959,0.10695,0.03547,0.01886,2.93576,1.91456,1.04644,0.00406,0,0.0002972,0.0002972,0.0002972
88,2720.66,2.87284,1.94736,1.08385,0.0054,1.59184,0.60214,0.58782,0.49154,0.12484,0.12638,0.09797,0.03167,0.01636,2.92512,2.0104,1.06093,0.00396,0,0.0002774,0.0002774,0.0002774
89,2742.9,2.87642,1.94105,1.06668,0.0055,1.50406,0.61201,0.59563,0.50319,0.13015,0.12912,0.09166,0.03084,0.01598,2.89209,2.02179,1.05705,0.00398,0,0.0002576,0.0002576,0.0002576
90,2765.19,2.91171,1.95388,1.08641,0.00548,1.51814,0.61868,0.59602,0.50333,0.13108,0.13378,0.09914,0.03338,0.01704,2.89361,2.01663,1.02935,0.00396,0,0.0002378,0.0002378,0.0002378
91,2808.1,2.90193,1.93397,1.09679,0.00546,1.50008,0.62174,0.58977,0.5082,0.12998,0.12612,0.0847,0.02422,0.01308,2.91607,2.03015,1.0244,0.00392,0,0.000218,0.000218,0.000218
92,2829.93,2.89884,1.89089,1.11475,0.00556,1.46928,0.6183,0.60226,0.51905,0.13281,0.13652,0.09446,0.03154,0.01668,2.8926,2.01054,1.04709,0.00394,0,0.0001982,0.0001982,0.0001982
93,2851.73,2.90792,1.94502,1.12027,0.00556,1.50731,0.62518,0.60741,0.51526,0.13283,0.14078,0.09719,0.03532,0.01771,2.8757,2.00212,1.04377,0.00391,0,0.0001784,0.0001784,0.0001784
94,2873.47,2.87558,1.94008,1.11067,0.00548,1.44118,0.62439,0.60851,0.51589,0.13351,0.12496,0.08392,0.02482,0.0136,2.87953,2.01315,1.03506,0.00385,0,0.0001586,0.0001586,0.0001586
95,2895.11,2.86974,1.88559,1.09383,0.00539,1.49318,0.6345,0.61788,0.53393,0.13951,0.11631,0.07767,0.02075,0.01155,2.86156,1.98746,1.01744,0.00383,0,0.0001388,0.0001388,0.0001388
96,2916.84,2.87079,2.04126,1.10535,0.0055,1.41993,0.64233,0.61553,0.53466,0.13953,0.12575,0.08392,0.02402,0.01363,2.86365,1.98242,1.00692,0.00387,0,0.000119,0.000119,0.000119
97,2938.73,2.85195,1.91435,1.05388,0.00542,1.36401,0.64631,0.60773,0.54212,0.14017,0.12807,0.08392,0.0246,0.0136,2.86807,1.9932,1.00614,0.00388,0,9.92e-05,9.92e-05,9.92e-05
98,2960.47,2.86678,1.96759,1.11883,0.00542,1.44837,0.63409,0.61085,0.53645,0.14154,0.10967,0.07572,0.01929,0.01093,2.85997,2.01113,1.00015,0.00383,0,7.94e-05,7.94e-05,7.94e-05
99,2982.17,2.8793,1.96801,1.09339,0.00537,1.42477,0.64094,0.60812,0.5352,0.14078,0.10944,0.07299,0.01714,0.01011,2.85908,2.00581,0.9899,0.00383,0,5.96e-05,5.96e-05,5.96e-05
100,3003.95,2.84282,2.05745,1.08319,0.0054,1.42168,0.65286,0.61436,0.54831,0.14351,0.11139,0.07611,0.01865,0.01064,2.85702,2.00114,0.98317,0.00384,0,3.98e-05,3.98e-05,3.98e-05
